img_path,query,answer,new query,new answer,type
abs_counting_000042.png,How many flowers are outside the green polygons? Select the correct answer:A:16  B:17  C:15  D:22,A,How many flowers would be outside the green polygons if all polygons were green? Select the correct answer:A:7  B:16  C:10  D:9,C,abs_counting_1
abs_counting_000043.png,How many flowers are outside the yellow polygons? Select the correct answer:A:13  B:6  C:11  D:14,C,How many flowers would be outside the yellow polygons if all polygons were yellow? Select the correct answer:A:3  B:13  C:8  D:7,C,abs_counting_1
abs_counting_000044.png,How many flowers are outside the pink polygons? Select the correct answer:A:16  B:10  C:12  D:14,D,How many flowers would be outside the pink polygons if all polygons were pink? Select the correct answer:A:6  B:12  C:10  D:4,A,abs_counting_1
abs_counting_000045.png,How many flowers are outside the red polygons? Select the correct answer:A:7  B:5  C:2  D:3,C,How many flowers would be outside the red polygons if all polygons were red? Select the correct answer:A:6  B:1  C:0  D:5,B,abs_counting_1
abs_counting_000046.png,How many flowers are outside the green polygons? Select the correct answer:A:12  B:7  C:10  D:14,C,How many flowers would be outside the green polygons if all polygons were green? Select the correct answer:A:5  B:2  C:7  D:3,B,abs_counting_1
abs_counting_000047.png,How many flowers are outside the blue polygons? Select the correct answer:A:16  B:22  C:14  D:11,A,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:13  B:6  C:7  D:9,D,abs_counting_1
abs_counting_000048.png,How many flowers are outside the yellow polygons? Select the correct answer:A:16  B:13  C:19  D:9,B,How many flowers would be outside the yellow polygons if all polygons were yellow? Select the correct answer:A:1  B:6  C:4  D:9,C,abs_counting_1
abs_counting_000049.png,How many flowers are outside the purple polygons? Select the correct answer:A:9  B:14  C:11  D:13,B,How many flowers would be outside the purple polygons if all polygons were purple? Select the correct answer:A:4  B:5  C:8  D:9,B,abs_counting_1
abs_counting_000050.png,How many flowers are outside the black polygons? Select the correct answer:A:7  B:3  C:5  D:8,A,How many flowers would be outside the black polygons if all polygons were black? Select the correct answer:A:7  B:3  C:9  D:4,B,abs_counting_1
abs_counting_000051.png,How many flowers are outside the green polygons? Select the correct answer:A:11  B:7  C:17  D:6,A,How many flowers would be outside the green polygons if all polygons were green? Select the correct answer:A:9  B:5  C:11  D:3,B,abs_counting_1
abs_counting_000052.png,How many flowers are outside the blue polygons? Select the correct answer:A:23  B:13  C:17  D:21,C,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:8  B:9  C:11  D:7,A,abs_counting_1
abs_counting_000053.png,How many flowers are outside the blue polygons? Select the correct answer:A:8  B:18  C:13  D:15,C,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:7  B:10  C:3  D:4,A,abs_counting_1
abs_counting_000054.png,How many flowers are outside the red polygons? Select the correct answer:A:3  B:5  C:4  D:6,C,How many flowers would be outside the red polygons if all polygons were red? Select the correct answer:A:3  B:6  C:0  D:1,D,abs_counting_1
abs_counting_000055.png,How many flowers are outside the orange polygons? Select the correct answer:A:12  B:13  C:11  D:15,A,How many flowers would be outside the orange polygons if all polygons were orange? Select the correct answer:A:0  B:4  C:2  D:3,D,abs_counting_1
abs_counting_000056.png,How many flowers are outside the orange polygons? Select the correct answer:A:14  B:21  C:23  D:17,D,How many flowers would be outside the orange polygons if all polygons were orange? Select the correct answer:A:14  B:15  C:10  D:6,C,abs_counting_1
abs_counting_000057.png,How many flowers are outside the pink polygons? Select the correct answer:A:10  B:9  C:13  D:12,A,How many flowers would be outside the pink polygons if all polygons were pink? Select the correct answer:A:0  B:7  C:1  D:3,C,abs_counting_1
abs_counting_000058.png,How many flowers are outside the red polygons? Select the correct answer:A:13  B:11  C:8  D:18,A,How many flowers would be outside the red polygons if all polygons were red? Select the correct answer:A:7  B:3  C:5  D:11,C,abs_counting_1
abs_counting_000059.png,How many flowers are outside the orange polygons? Select the correct answer:A:13  B:12  C:16  D:15,B,How many flowers would be outside the orange polygons if all polygons were orange? Select the correct answer:A:7  B:9  C:14  D:10,B,abs_counting_1
abs_counting_000060.png,How many flowers are outside the blue polygons? Select the correct answer:A:10  B:12  C:18  D:16,B,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:8  B:10  C:7  D:11,A,abs_counting_1
abs_counting_000061.png,How many flowers are outside the purple polygons? Select the correct answer:A:16  B:21  C:18  D:23,B,How many flowers would be outside the purple polygons if all polygons were purple? Select the correct answer:A:14  B:4  C:11  D:9,D,abs_counting_1
abs_counting_000062.png,How many flowers are outside the green polygons? Select the correct answer:A:4  B:5  C:7  D:8,A,How many flowers would be outside the green polygons if all polygons were green? Select the correct answer:A:5  B:4  C:3  D:2,D,abs_counting_1
abs_counting_000063.png,How many flowers are outside the pink polygons? Select the correct answer:A:11  B:6  C:9  D:10,D,How many flowers would be outside the pink polygons if all polygons were pink? Select the correct answer:A:3  B:1  C:2  D:4,C,abs_counting_1
abs_counting_000064.png,How many flowers are outside the red polygons? Select the correct answer:A:21  B:22  C:18  D:15,C,How many flowers would be outside the red polygons if all polygons were red? Select the correct answer:A:7  B:11  C:10  D:8,D,abs_counting_1
abs_counting_000065.png,How many flowers are outside the red polygons? Select the correct answer:A:14  B:10  C:7  D:9,D,How many flowers would be outside the red polygons if all polygons were red? Select the correct answer:A:6  B:5  C:7  D:2,D,abs_counting_1
abs_counting_000066.png,How many flowers are outside the purple polygons? Select the correct answer:A:11  B:17  C:16  D:20,C,How many flowers would be outside the purple polygons if all polygons were purple? Select the correct answer:A:11  B:14  C:13  D:9,D,abs_counting_1
abs_counting_000067.png,How many flowers are outside the red polygons? Select the correct answer:A:10  B:9  C:1  D:4,D,How many flowers would be outside the red polygons if all polygons were red? Select the correct answer:A:8  B:5  C:2  D:3,D,abs_counting_1
abs_counting_000068.png,How many flowers are outside the red polygons? Select the correct answer:A:17  B:12  C:19  D:22,A,How many flowers would be outside the red polygons if all polygons were red? Select the correct answer:A:10  B:7  C:12  D:9,C,abs_counting_1
abs_counting_000069.png,How many flowers are outside the black polygons? Select the correct answer:A:5  B:3  C:4  D:2,C,How many flowers would be outside the black polygons if all polygons were black? Select the correct answer:A:1  B:4  C:6  D:2,D,abs_counting_1
abs_counting_000070.png,How many flowers are outside the blue polygons? Select the correct answer:A:15  B:17  C:8  D:12,D,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:17  B:11  C:9  D:8,B,abs_counting_1
abs_counting_000071.png,How many flowers are outside the red polygons? Select the correct answer:A:15  B:10  C:16  D:12,B,How many flowers would be outside the red polygons if all polygons were red? Select the correct answer:A:2  B:3  C:4  D:1,D,abs_counting_1
abs_counting_000072.png,How many flowers are outside the pink polygons? Select the correct answer:A:16  B:11  C:12  D:17,A,How many flowers would be outside the pink polygons if all polygons were pink? Select the correct answer:A:8  B:9  C:10  D:4,A,abs_counting_1
abs_counting_000073.png,How many flowers are outside the red polygons? Select the correct answer:A:8  B:14  C:4  D:6,A,How many flowers would be outside the red polygons if all polygons were red? Select the correct answer:A:1  B:2  C:4  D:5,B,abs_counting_1
abs_counting_000074.png,How many flowers are outside the blue polygons? Select the correct answer:A:4  B:0  C:7  D:3,A,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:7  B:4  C:1  D:0,C,abs_counting_1
abs_counting_000075.png,How many flowers are outside the blue polygons? Select the correct answer:A:19  B:14  C:24  D:22,A,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:12  B:7  C:17  D:8,A,abs_counting_1
abs_counting_000076.png,How many flowers are outside the green polygons? Select the correct answer:A:21  B:25  C:19  D:24,C,How many flowers would be outside the green polygons if all polygons were green? Select the correct answer:A:4  B:14  C:3  D:8,D,abs_counting_1
abs_counting_000077.png,How many flowers are outside the pink polygons? Select the correct answer:A:5  B:11  C:8  D:9,C,How many flowers would be outside the pink polygons if all polygons were pink? Select the correct answer:A:3  B:7  C:5  D:1,D,abs_counting_1
abs_counting_000078.png,How many flowers are outside the black polygons? Select the correct answer:A:20  B:26  C:15  D:25,A,How many flowers would be outside the black polygons if all polygons were black? Select the correct answer:A:14  B:8  C:7  D:6,B,abs_counting_1
abs_counting_000079.png,How many flowers are outside the yellow polygons? Select the correct answer:A:15  B:10  C:6  D:5,B,How many flowers would be outside the yellow polygons if all polygons were yellow? Select the correct answer:A:8  B:4  C:7  D:3,C,abs_counting_1
abs_counting_000080.png,How many flowers are outside the blue polygons? Select the correct answer:A:20  B:17  C:11  D:16,D,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:10  B:9  C:5  D:11,A,abs_counting_1
abs_counting_000081.png,How many flowers are outside the red polygons? Select the correct answer:A:16  B:21  C:24  D:26,B,How many flowers would be outside the red polygons if all polygons were red? Select the correct answer:A:6  B:11  C:12  D:17,B,abs_counting_1
abs_counting_000082.png,How many flowers are outside the black polygons? Select the correct answer:A:14  B:10  C:11  D:17,A,How many flowers would be outside the black polygons if all polygons were black? Select the correct answer:A:2  B:7  C:6  D:13,B,abs_counting_1
abs_counting_000083.png,How many flowers are outside the blue polygons? Select the correct answer:A:26  B:22  C:20  D:16,C,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:9  B:15  C:13  D:12,D,abs_counting_1
abs_counting_000084.png,How many flowers are outside the green polygons? Select the correct answer:A:14  B:8  C:11  D:10,D,How many flowers would be outside the green polygons if all polygons were green? Select the correct answer:A:4  B:3  C:6  D:7,A,abs_counting_1
abs_counting_000085.png,How many flowers are outside the purple polygons? Select the correct answer:A:6  B:9  C:5  D:10,B,How many flowers would be outside the purple polygons if all polygons were purple? Select the correct answer:A:6  B:7  C:4  D:5,D,abs_counting_1
abs_counting_000086.png,How many flowers are outside the purple polygons? Select the correct answer:A:17  B:14  C:15  D:19,C,How many flowers would be outside the purple polygons if all polygons were purple? Select the correct answer:A:13  B:12  C:8  D:16,B,abs_counting_1
abs_counting_000087.png,How many flowers are outside the orange polygons? Select the correct answer:A:6  B:7  C:3  D:10,A,How many flowers would be outside the orange polygons if all polygons were orange? Select the correct answer:A:10  B:2  C:9  D:5,D,abs_counting_1
abs_counting_000088.png,How many flowers are outside the pink polygons? Select the correct answer:A:3  B:0  C:8  D:2,D,How many flowers would be outside the pink polygons if all polygons were pink? Select the correct answer:A:1  B:0  C:4  D:6,A,abs_counting_1
abs_counting_000089.png,How many flowers are outside the pink polygons? Select the correct answer:A:20  B:25  C:23  D:17,A,How many flowers would be outside the pink polygons if all polygons were pink? Select the correct answer:A:9  B:13  C:15  D:7,A,abs_counting_1
abs_counting_000090.png,How many flowers are outside the black polygons? Select the correct answer:A:6  B:10  C:9  D:11,D,How many flowers would be outside the black polygons if all polygons were black? Select the correct answer:A:6  B:4  C:8  D:10,B,abs_counting_1
abs_counting_000091.png,How many flowers are outside the orange polygons? Select the correct answer:A:16  B:18  C:13  D:15,D,How many flowers would be outside the orange polygons if all polygons were orange? Select the correct answer:A:10  B:12  C:7  D:9,D,abs_counting_1
abs_counting_000092.png,How many flowers are outside the pink polygons? Select the correct answer:A:8  B:12  C:9  D:5,A,How many flowers would be outside the pink polygons if all polygons were pink? Select the correct answer:A:4  B:8  C:2  D:7,C,abs_counting_1
abs_counting_000093.png,How many flowers are outside the black polygons? Select the correct answer:A:9  B:10  C:13  D:8,D,How many flowers would be outside the black polygons if all polygons were black? Select the correct answer:A:6  B:10  C:11  D:12,A,abs_counting_1
abs_counting_000094.png,How many flowers are outside the yellow polygons? Select the correct answer:A:15  B:21  C:20  D:10,A,How many flowers would be outside the yellow polygons if all polygons were yellow? Select the correct answer:A:14  B:13  C:8  D:9,C,abs_counting_1
abs_counting_000095.png,How many flowers are outside the red polygons? Select the correct answer:A:18  B:19  C:15  D:16,B,How many flowers would be outside the red polygons if all polygons were red? Select the correct answer:A:7  B:17  C:11  D:10,C,abs_counting_1
abs_counting_000096.png,How many flowers are outside the purple polygons? Select the correct answer:A:8  B:1  C:6  D:5,D,How many flowers would be outside the purple polygons if all polygons were purple? Select the correct answer:A:1  B:2  C:8  D:6,B,abs_counting_1
abs_counting_000097.png,How many flowers are outside the black polygons? Select the correct answer:A:15  B:11  C:21  D:17,A,How many flowers would be outside the black polygons if all polygons were black? Select the correct answer:A:2  B:4  C:7  D:10,C,abs_counting_1
abs_counting_000098.png,How many flowers are outside the blue polygons? Select the correct answer:A:24  B:13  C:21  D:18,D,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:12  B:16  C:11  D:10,C,abs_counting_1
abs_counting_000099.png,How many flowers are outside the green polygons? Select the correct answer:A:10  B:5  C:0  D:2,B,How many flowers would be outside the green polygons if all polygons were green? Select the correct answer:A:3  B:6  C:2  D:9,A,abs_counting_1
abs_counting_000100.png,How many flowers are outside the red polygons? Select the correct answer:A:6  B:7  C:5  D:11,A,How many flowers would be outside the red polygons if all polygons were red? Select the correct answer:A:4  B:6  C:7  D:10,A,abs_counting_1
abs_counting_000101.png,How many flowers are outside the orange polygons? Select the correct answer:A:14  B:10  C:9  D:5,C,How many flowers would be outside the orange polygons if all polygons were orange? Select the correct answer:A:1  B:3  C:6  D:4,A,abs_counting_1
abs_counting_000102.png,How many flowers are outside the blue polygons? Select the correct answer:A:20  B:21  C:23  D:16,B,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:15  B:14  C:11  D:8,C,abs_counting_1
abs_counting_000103.png,How many flowers are outside the black polygons? Select the correct answer:A:23  B:22  C:17  D:12,C,How many flowers would be outside the black polygons if all polygons were black? Select the correct answer:A:15  B:9  C:10  D:4,B,abs_counting_1
abs_counting_000104.png,How many flowers are outside the purple polygons? Select the correct answer:A:13  B:12  C:7  D:6,C,How many flowers would be outside the purple polygons if all polygons were purple? Select the correct answer:A:7  B:1  C:0  D:6,B,abs_counting_1
abs_counting_000105.png,How many flowers are outside the black polygons? Select the correct answer:A:6  B:11  C:2  D:1,A,How many flowers would be outside the black polygons if all polygons were black? Select the correct answer:A:3  B:5  C:1  D:4,B,abs_counting_1
abs_counting_000106.png,How many flowers are outside the yellow polygons? Select the correct answer:A:20  B:13  C:12  D:17,D,How many flowers would be outside the yellow polygons if all polygons were yellow? Select the correct answer:A:2  B:6  C:12  D:4,B,abs_counting_1
abs_counting_000107.png,How many flowers are outside the red polygons? Select the correct answer:A:6  B:5  C:8  D:3,C,How many flowers would be outside the red polygons if all polygons were red? Select the correct answer:A:7  B:6  C:4  D:1,D,abs_counting_1
abs_counting_000108.png,How many flowers are outside the green polygons? Select the correct answer:A:10  B:12  C:11  D:9,D,How many flowers would be outside the green polygons if all polygons were green? Select the correct answer:A:5  B:4  C:1  D:3,D,abs_counting_1
abs_counting_000109.png,How many flowers are outside the yellow polygons? Select the correct answer:A:21  B:20  C:18  D:17,B,How many flowers would be outside the yellow polygons if all polygons were yellow? Select the correct answer:A:17  B:13  C:12  D:14,C,abs_counting_1
abs_counting_000110.png,How many flowers are outside the yellow polygons? Select the correct answer:A:4  B:8  C:0  D:3,D,How many flowers would be outside the yellow polygons if all polygons were yellow? Select the correct answer:A:1  B:3  C:6  D:0,A,abs_counting_1
abs_counting_000111.png,How many flowers are outside the blue polygons? Select the correct answer:A:8  B:17  C:11  D:9,C,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:10  B:1  C:5  D:9,C,abs_counting_1
abs_counting_000112.png,How many flowers are outside the purple polygons? Select the correct answer:A:13  B:8  C:14  D:12,B,How many flowers would be outside the purple polygons if all polygons were purple? Select the correct answer:A:3  B:5  C:9  D:4,D,abs_counting_1
abs_counting_000113.png,How many flowers are outside the orange polygons? Select the correct answer:A:13  B:17  C:15  D:14,D,How many flowers would be outside the orange polygons if all polygons were orange? Select the correct answer:A:13  B:7  C:4  D:11,B,abs_counting_1
abs_counting_000114.png,How many flowers are outside the purple polygons? Select the correct answer:A:20  B:21  C:24  D:18,D,How many flowers would be outside the purple polygons if all polygons were purple? Select the correct answer:A:11  B:15  C:13  D:9,A,abs_counting_1
abs_counting_000115.png,How many flowers are outside the yellow polygons? Select the correct answer:A:15  B:12  C:16  D:7,B,How many flowers would be outside the yellow polygons if all polygons were yellow? Select the correct answer:A:9  B:5  C:8  D:15,A,abs_counting_1
abs_counting_000116.png,How many flowers are outside the orange polygons? Select the correct answer:A:12  B:11  C:14  D:18,A,How many flowers would be outside the orange polygons if all polygons were orange? Select the correct answer:A:5  B:7  C:1  D:4,C,abs_counting_1
abs_counting_000117.png,How many flowers are outside the orange polygons? Select the correct answer:A:11  B:15  C:14  D:13,D,How many flowers would be outside the orange polygons if all polygons were orange? Select the correct answer:A:12  B:8  C:10  D:14,B,abs_counting_1
abs_counting_000118.png,How many flowers are outside the green polygons? Select the correct answer:A:6  B:8  C:2  D:4,D,How many flowers would be outside the green polygons if all polygons were green? Select the correct answer:A:5  B:3  C:6  D:1,D,abs_counting_1
abs_counting_000119.png,How many flowers are outside the green polygons? Select the correct answer:A:15  B:11  C:21  D:12,A,How many flowers would be outside the green polygons if all polygons were green? Select the correct answer:A:12  B:10  C:4  D:9,D,abs_counting_1
abs_counting_000120.png,How many flowers are outside the pink polygons? Select the correct answer:A:11  B:12  C:6  D:9,D,How many flowers would be outside the pink polygons if all polygons were pink? Select the correct answer:A:4  B:5  C:3  D:7,B,abs_counting_1
abs_counting_000121.png,How many flowers are outside the yellow polygons? Select the correct answer:A:8  B:7  C:6  D:3,C,How many flowers would be outside the yellow polygons if all polygons were yellow? Select the correct answer:A:3  B:0  C:1  D:7,C,abs_counting_1
abs_counting_000122.png,How many flowers are outside the green polygons? Select the correct answer:A:10  B:5  C:3  D:7,D,How many flowers would be outside the green polygons if all polygons were green? Select the correct answer:A:7  B:1  C:3  D:5,B,abs_counting_1
abs_counting_000123.png,How many flowers are outside the black polygons? Select the correct answer:A:9  B:17  C:11  D:13,D,How many flowers would be outside the black polygons if all polygons were black? Select the correct answer:A:4  B:9  C:7  D:8,B,abs_counting_1
abs_counting_000124.png,How many flowers are outside the blue polygons? Select the correct answer:A:16  B:26  C:20  D:18,C,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:10  B:5  C:7  D:6,A,abs_counting_1
abs_counting_000125.png,How many flowers are outside the blue polygons? Select the correct answer:A:16  B:7  C:12  D:18,C,How many flowers would be outside the blue polygons if all polygons were blue? Select the correct answer:A:11  B:10  C:6  D:14,A,abs_counting_1
abs_counting_000126.png,How many flowers are outside the yellow polygons? Select the correct answer:A:9  B:8  C:7  D:12,A,How many flowers would be outside the yellow polygons if all polygons were yellow? Select the correct answer:A:5  B:6  C:3  D:1,A,abs_counting_1
abs_counting_000127.png,How many flowers are outside the green polygons? Select the correct answer:A:23  B:18  C:13  D:16,B,How many flowers would be outside the green polygons if all polygons were green? Select the correct answer:A:15  B:9  C:4  D:5,B,abs_counting_1
